,PLAYER_NAME,TEAM,FG%,FG3%,OREB,DREB,AST,STL,BLK,PF,PTS,PLUS_MINUS,AST%,AST_TO,OREB%,DREB%,TM_TOV%,TS%,USG%,PIE,PLAYER_POSITION,LT6FT_FREQ,LT6FT_DFGM,LT6FT_%DIFF,3PT_FREQ,3PT_DFGM,3PT_%DIFF,BT6_9FT_DFGM,BT6_9FT_%DIFF,BT6_9FT_FREQ,BT10_15FT_DFGM,BT10_15FT_%DIFF,BT10_15FT_FREQ,BT16FT_3PT_DFGM,BT16FT_3PT_%DIFF,BT16FT_3PT_FREQ,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LT_5FT_FGM,LT_5FT_FG%,BT5_9FT_FGM,BT5_9FT_FG%,BT10_14FT_FGM,BT10_14FT_FG%,BT15_19FT_FGM,BT15_19FT_FG%,BT20_24FT_FGM,BT20_24FT_FG%,BT25_29FT_FGM,BT25_29FT_FG%,ISO_PPP,ISO_FG%,ISO_POSS,PNR_HANDLER_PPP,PNR_HANDLER_FG%,PNR_HANDLER_POSS,PNR_ROLLMAN_PPP,PNR_ROLLMAN_FG%,PNR_ROLLMAN_POSS,TRANSITION_PPP,TRANSITION_FG%,TRANSITION_POSS,POST_UP_PPP,POST_UP_FG%,POST_UP_POSS,SPOT_UP_PPP,SPOT_UP_FG%,SPOT_UP_POSS,HANDOFF_PPP,HANDOFF_FG%,HANDOFF_POSS,CUT_PPP,CUT_FG%,CUT_POSS,OFF_SCREEN_PPP,OFF_SCREEN_FG%,OFF_SCREEN_POSS,PUTBACK_PPP,PUTBACK_FG%,PUTBACK_POSS,PASSES_MADE,SECONDARY_AST,POTENTIAL_AST,AST_TO_PASS%
33,Brandon Ingram,NOP,0.466,0.381,0.6,4.3,4.9,0.7,0.6,2.0,23.8,0.7,0.218,1.92,0.016,0.126,9.2,0.584,0.279,0.128,F,0.408,2.44,-0.007,0.397,1.42,0.002,0.31999999999999984,-0.11199999999999993,0.077,0.26,0.03099999999999986,0.057,0.24,0.02699999999999997,0.06,3.25,3.0,1.31,0.05,0.28,0.41,0.33,2.1,0.635,0.5,0.388,1.5,0.48,1.7,0.49,1.1,0.398,1.4,0.379,0.9,0.397,2.8,0.972,0.475,6.9,1.235,0.5,0.3,1.073,0.51,3.2,0.962,0.429,0.4,1.229,0.459,4.3,1.028,0.511,1.8,1.259,0.667,0.4,1.04,0.43,1.6,0.846,0.333,0.2,37.8,0.9,8.9,0.128
34,Brodric Thomas,CLE,0.361,0.271,0.3,1.4,0.9,0.5,0.3,1.3,3.9,-1.5,0.115,1.36,0.019,0.107,12.2,0.487,0.158,0.052,G,0.438,1.69,-0.03,0.347,0.69,-0.069,0.27,-0.15999999999999992,0.108,0.22999999999999998,-0.02800000000000008,0.08,0.040000000000000036,-0.17500000000000002,0.028,2.16,1.19,0.94,0.0,0.13,0.16,0.25,0.6,0.643,0.0,0.2,0.0,0.0,0.1,0.375,0.3,0.296,0.3,0.222,0.455,0.167,0.4,0.385,0.167,0.9,0.0,0.0,0.0,0.952,0.438,0.8,0.0,0.0,0.0,0.767,0.275,1.5,0.923,0.364,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,0.2,2.1,0.074
35,Brook Lopez,MIL,0.503,0.338,1.5,3.5,0.7,0.6,1.5,2.1,12.3,4.5,0.033,0.78,0.054,0.115,7.9,0.611,0.166,0.085,C,0.346,3.48,-0.117,0.252,1.9,0.022,0.6599999999999997,-0.1459999999999999,0.084,1.5400000000000014,-0.03500000000000014,0.164,1.38,0.064,0.154,13.37,3.59,1.09,0.0,2.1,0.39,0.19,2.3,0.733,0.6,0.465,0.2,0.486,0.1,0.438,0.6,0.421,0.8,0.314,0.636,0.333,0.2,0.0,0.0,0.0,1.152,0.517,1.9,0.979,0.378,1.4,0.989,0.514,1.3,1.077,0.399,3.2,1.25,0.5,0.3,1.598,0.771,1.2,0.0,0.0,0.0,1.362,0.673,0.8,17.0,0.1,1.2,0.042
36,Bruce Brown,BKN,0.556,0.288,1.7,3.7,1.6,0.9,0.4,2.2,8.8,1.1,0.099,1.93,0.081,0.154,8.5,0.604,0.157,0.098,G-F,0.328,1.94,-0.012,0.398,1.45,0.01,0.3500000000000001,-0.16399999999999992,0.097,0.3400000000000003,-0.003000000000000169,0.079,0.49,0.127,0.098,2.31,2.46,1.77,0.02,0.66,0.32,0.32,2.7,0.664,0.5,0.458,0.1,0.348,0.0,0.0,0.2,0.302,0.0,0.286,0.0,0.0,0.0,0.474,0.3,0.3,1.141,0.582,1.0,1.293,0.674,1.8,0.0,0.0,0.0,0.824,0.333,1.6,0.0,0.0,0.0,1.123,0.575,2.1,0.0,0.0,0.0,1.271,0.673,0.9,21.5,0.2,2.8,0.074
37,Bryn Forbes,MIL,0.473,0.452,0.2,1.4,0.6,0.3,0.0,1.1,10.0,1.4,0.045,1.02,0.008,0.069,6.9,0.631,0.18,0.076,G,0.332,1.34,0.051,0.446,1.19,0.072,0.22999999999999998,0.019000000000000128,0.069,0.22999999999999998,0.010999999999999843,0.091,0.13000000000000012,-0.033999999999999975,0.063,0.57,1.44,0.56,0.0,0.3,0.11,0.16,0.2,0.486,0.2,0.387,0.4,0.634,0.4,0.466,0.8,0.461,1.5,0.46,0.0,0.0,0.0,1.136,0.553,0.6,1.108,0.417,0.5,1.176,0.455,1.9,0.0,0.0,0.0,1.275,0.482,2.5,1.204,0.465,1.4,0.0,0.0,0.0,1.068,0.438,1.1,0.0,0.0,0.0,10.8,0.1,1.5,0.06
38,Buddy Hield,SAC,0.406,0.391,0.4,4.3,3.6,0.9,0.4,2.5,16.6,-0.8,0.141,1.98,0.012,0.126,9.2,0.567,0.201,0.084,G,0.427,3.71,0.009,0.363,1.71,-0.029,0.4299999999999997,-0.1369999999999999,0.079,0.48,0.09499999999999997,0.064,0.48,0.132,0.067,3.49,2.8,1.7,0.01,0.46,0.23,0.38,0.8,0.55,0.2,0.306,0.4,0.424,0.2,0.364,1.5,0.428,2.5,0.37,1.241,0.556,0.4,0.807,0.374,3.3,1.143,0.423,0.4,1.229,0.497,3.1,0.0,0.0,0.0,1.072,0.396,4.3,0.82,0.353,0.9,0.0,0.0,0.0,0.918,0.335,2.7,1.412,0.6,0.2,36.9,0.4,5.6,0.098
39,CJ McCollum,POR,0.458,0.402,0.6,3.3,4.7,0.9,0.4,1.9,23.1,4.4,0.22,3.43,0.018,0.099,5.3,0.577,0.265,0.123,G,0.302,2.5,0.019,0.414,2.22,0.029,0.41000000000000014,-0.1870000000000001,0.095,0.6099999999999994,0.09300000000000008,0.091,0.48,-0.014000000000000012,0.098,3.0,3.28,1.26,0.02,0.15,0.47,0.45,1.7,0.553,0.9,0.455,1.1,0.5,1.0,0.48,1.6,0.422,2.4,0.416,1.092,0.469,3.0,1.015,0.44,7.1,0.0,0.0,0.0,1.134,0.457,2.9,0.0,0.0,0.0,1.38,0.503,3.2,1.03,0.452,2.1,1.333,0.633,0.7,0.875,0.359,1.4,0.0,0.0,0.0,41.8,0.9,8.6,0.114
40,Caleb Martin,CHA,0.375,0.248,0.6,2.1,1.3,0.7,0.2,1.2,5.0,-1.9,0.123,2.03,0.036,0.125,8.6,0.465,0.164,0.067,F,0.361,1.44,-0.067,0.453,1.48,0.077,0.28,-0.009999999999999898,0.073,0.1399999999999999,-0.08000000000000002,0.057,0.1200000000000001,-0.09600000000000003,0.057,1.15,1.96,1.15,0.23,0.11,0.32,0.32,0.9,0.54,0.1,0.4,0.0,0.0,0.1,0.5,0.4,0.29,0.4,0.26,0.824,0.417,0.3,1.133,0.56,0.6,0.0,0.0,0.0,1.139,0.564,1.4,0.0,0.0,0.0,0.74,0.288,2.3,0.5,0.154,0.4,1.077,0.5,0.2,0.0,0.0,0.0,0.5,0.182,0.3,14.5,0.2,2.3,0.087
41,Cam Reddish,ATL,0.365,0.262,0.8,3.2,1.3,1.3,0.3,2.6,11.2,-1.9,0.066,1.03,0.028,0.109,9.2,0.488,0.183,0.053,F-G,0.363,3.23,0.143,0.405,1.62,-0.032,0.5800000000000001,-0.0119999999999999,0.098,0.27,-0.05700000000000016,0.059,0.2999999999999998,-0.055999999999999994,0.075,2.46,3.31,2.58,0.0,0.04,0.5,0.65,1.9,0.576,0.2,0.19,0.2,0.267,0.2,0.385,0.8,0.328,0.5,0.212,0.0,0.0,0.0,0.857,0.362,2.4,0.0,0.0,0.0,0.981,0.425,2.0,0.0,0.0,0.0,0.785,0.299,4.7,0.531,0.16,1.2,1.905,0.947,0.8,0.0,0.0,0.0,1.583,0.857,0.5,21.0,0.3,2.5,0.064
42,Cameron Johnson,PHX,0.42,0.349,0.6,2.8,1.4,0.6,0.3,1.4,9.6,2.9,0.083,2.15,0.023,0.118,6.3,0.563,0.164,0.081,F,0.378,1.88,0.015,0.324,1.1,0.067,0.26000000000000023,-0.1999999999999999,0.097,0.21999999999999975,-0.11900000000000016,0.092,0.31999999999999984,-0.007000000000000006,0.109,3.12,1.68,1.08,0.08,0.27,0.2,0.3,0.9,0.696,0.2,0.591,0.1,0.333,0.1,0.444,1.2,0.433,0.8,0.269,0.0,0.0,0.0,0.769,0.444,0.2,1.091,0.455,0.2,1.238,0.539,1.8,0.0,0.0,0.0,1.1,0.396,4.7,0.52,0.3,0.4,0.846,0.444,0.4,0.983,0.358,1.0,1.077,0.636,0.2,21.8,0.2,2.6,0.066
43,Cameron Payne,PHX,0.484,0.44,0.3,2.1,3.6,0.6,0.3,1.6,8.4,3.0,0.281,3.62,0.016,0.119,8.6,0.602,0.193,0.117,G,0.331,1.28,0.008,0.381,0.98,0.051,0.21999999999999997,-0.2009999999999999,0.111,0.26000000000000023,0.02999999999999997,0.092,0.22999999999999998,0.046999999999999986,0.087,1.83,1.73,1.3,0.13,0.1,0.23,0.15,1.0,0.545,0.4,0.472,0.4,0.489,0.1,0.5,0.3,0.442,1.0,0.46,1.094,0.519,0.5,0.995,0.475,3.2,0.0,0.0,0.0,1.234,0.6,1.1,0.0,0.0,0.0,1.119,0.436,2.1,1.25,0.526,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.5,6.8,0.1
44,Caris LeVert,IND,0.441,0.326,0.7,3.9,5.2,1.4,0.6,2.2,20.2,-0.1,0.255,2.4,0.022,0.111,8.2,0.531,0.279,0.116,G,0.408,3.34,0.021,0.321,1.43,-0.021,0.38000000000000034,-0.1849999999999999,0.087,0.6500000000000001,0.021999999999999964,0.107,0.31000000000000005,-0.07500000000000001,0.077,2.53,2.51,2.28,0.06,0.11,0.34,0.6,2.9,0.592,0.8,0.336,1.6,0.507,0.4,0.412,0.6,0.345,1.2,0.324,0.756,0.37,2.3,0.912,0.436,6.2,0.0,0.0,0.0,1.138,0.525,4.3,0.0,0.0,0.0,0.983,0.406,3.5,0.863,0.366,2.3,1.333,0.682,0.9,0.897,0.389,0.8,0.8,0.333,0.4,39.6,0.6,8.2,0.132
45,Carmelo Anthony,POR,0.421,0.409,0.5,2.6,1.5,0.7,0.6,2.1,13.4,-0.3,0.097,1.7,0.017,0.107,6.0,0.547,0.228,0.088,F,0.314,1.7,0.05,0.473,1.42,0.013,0.15000000000000013,-0.31499999999999995,0.084,0.16999999999999993,0.053999999999999826,0.044,0.22999999999999998,-0.03799999999999998,0.085,1.78,2.61,1.0,0.0,0.88,0.13,0.17,0.4,0.508,0.3,0.373,1.0,0.449,1.0,0.461,1.0,0.398,1.0,0.375,1.028,0.434,2.6,1.0,0.404,0.8,0.896,0.328,1.0,1.317,0.495,1.5,0.942,0.43,3.0,1.038,0.38,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909,0.444,0.3,16.3,0.1,2.5,0.093
46,Cedi Osman,CLE,0.374,0.306,0.6,2.8,2.9,0.9,0.2,2.0,10.4,-5.5,0.173,2.17,0.024,0.113,9.1,0.488,0.198,0.073,F,0.324,1.49,0.018,0.409,1.31,0.055,0.27,-0.025999999999999912,0.073,0.16999999999999993,-0.13700000000000012,0.082,0.34999999999999987,0.032999999999999974,0.112,1.78,1.81,1.25,0.1,0.27,0.24,0.17,1.5,0.518,0.3,0.327,0.2,0.44,0.0,0.2,0.6,0.324,1.1,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,0.4,5.3,0.098
47,Chandler Hutchison,WAS,0.379,0.364,0.2,2.9,0.7,0.5,0.2,1.3,4.3,-2.3,0.061,0.85,0.016,0.195,13.2,0.469,0.155,0.061,F-G,0.435,1.8,0.066,0.318,0.56,-0.063,0.28,-0.08100000000000013,0.104,0.11999999999999977,-0.17399999999999993,0.071,0.12,-0.08999999999999997,0.071,1.24,1.12,0.92,0.04,0.32,0.04,0.08,0.8,0.388,0.4,0.409,0.1,0.286,0.0,0.0,0.3,0.4,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.903,0.5,1.7,0.0,0.0,0.0,0.953,0.389,2.4,0.0,0.0,0.0,0.909,0.421,1.2,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,1.1,0.059
48,Chasson Randle,ORL,0.388,0.338,0.2,1.8,1.8,0.5,0.1,1.6,6.5,-6.5,0.143,1.61,0.008,0.084,12.2,0.515,0.154,0.054,G,0.296,1.55,0.03,0.455,1.61,0.05,0.29000000000000004,-0.15500000000000014,0.097,0.3700000000000001,0.07400000000000007,0.088,0.17999999999999994,-0.046999999999999986,0.065,0.88,2.1,1.24,0.05,0.12,0.1,0.2,0.9,0.649,0.1,0.227,0.1,0.25,0.1,0.231,0.3,0.326,0.8,0.337,0.933,0.364,0.4,0.681,0.305,2.8,0.0,0.0,0.0,1.225,0.533,1.0,0.0,0.0,0.0,1.103,0.425,1.9,1.063,0.4,0.4,0.0,0.0,0.0,0.667,0.308,0.4,0.0,0.0,0.0,31.5,0.2,4.4,0.057
49,Chimezie Metu,SAC,0.508,0.351,0.9,2.3,0.8,0.4,0.5,1.6,6.3,-1.6,0.08,0.97,0.064,0.175,11.3,0.571,0.194,0.083,F-C,0.396,2.09,0.042,0.325,1.18,0.086,0.27,-0.1269999999999999,0.083,0.40000000000000013,0.12199999999999989,0.087,0.27,-0.069,0.108,3.89,1.56,0.97,0.03,1.53,0.17,0.17,1.4,0.69,0.3,0.391,0.3,0.4,0.2,0.381,0.1,0.5,0.3,0.345,0.688,0.308,0.4,0.0,0.0,0.0,1.13,0.547,1.9,1.2,0.733,0.6,0.8,0.417,0.4,0.816,0.343,1.1,0.0,0.0,0.0,1.357,0.667,0.8,0.0,0.0,0.0,1.043,0.526,0.6,15.9,0.1,1.3,0.049
50,Chris Boucher,TOR,0.514,0.383,2.0,4.8,1.1,0.6,1.9,2.8,13.6,1.6,0.068,1.37,0.078,0.192,6.1,0.634,0.202,0.132,F-C,0.436,3.38,-0.04,0.357,1.47,-0.053,0.52,-0.11699999999999994,0.092,0.24999999999999978,-0.07199999999999995,0.047,0.31000000000000005,-0.03400000000000003,0.068,8.05,3.77,1.07,0.03,2.15,0.23,0.27,2.9,0.659,0.3,0.41,0.1,0.429,0.1,0.462,0.3,0.322,1.2,0.398,0.0,0.0,0.0,0.0,0.0,0.0,1.262,0.5,3.1,1.256,0.594,1.4,0.0,0.0,0.0,0.988,0.364,2.7,1.364,0.5,0.2,1.294,0.642,1.7,0.0,0.0,0.0,1.319,0.631,1.6,27.0,0.1,1.6,0.039
51,Chris Paul,PHX,0.499,0.395,0.4,4.1,8.9,1.4,0.3,2.4,16.4,4.4,0.405,3.99,0.012,0.131,9.0,0.599,0.221,0.15,G,0.367,2.46,0.062,0.399,1.57,0.027,0.3900000000000001,-0.06199999999999989,0.085,0.30999999999999983,0.010999999999999954,0.073,0.27,-0.026000000000000023,0.077,0.9,1.49,2.5,0.04,0.33,0.54,0.57,0.6,0.618,0.7,0.566,1.6,0.522,1.8,0.524,0.5,0.508,1.1,0.398,1.052,0.449,2.5,0.989,0.519,7.8,0.0,0.0,0.0,1.185,0.559,2.1,1.214,0.5,0.2,1.124,0.484,1.6,0.862,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.6,1.0,17.3,0.152
52,Christian Wood,HOU,0.514,0.374,1.9,7.8,1.7,0.8,1.2,2.1,21.0,-2.4,0.089,0.89,0.055,0.228,9.2,0.591,0.255,0.139,F,0.378,3.51,-0.092,0.324,2.29,0.03,0.7300000000000004,-0.08799999999999991,0.091,0.6599999999999997,-0.02899999999999997,0.088,0.81,0.0,0.119,7.59,3.61,1.2,0.02,1.93,0.51,0.27,4.7,0.722,0.6,0.342,0.4,0.415,0.3,0.289,0.7,0.417,1.3,0.367,0.782,0.377,1.9,0.0,0.0,0.0,1.179,0.578,4.1,1.188,0.602,2.9,0.91,0.458,1.6,0.96,0.376,4.2,0.0,0.0,0.0,1.458,0.758,1.8,1.08,0.429,0.6,1.1,0.579,1.2,40.0,0.3,3.5,0.043
53,Chuma Okeke,ORL,0.417,0.348,0.9,3.1,2.2,1.1,0.5,1.1,7.8,-4.0,0.132,2.66,0.033,0.117,7.9,0.511,0.142,0.084,F,0.419,2.55,-0.016,0.378,1.32,-0.016,0.27,-0.16399999999999992,0.071,0.3400000000000005,0.1359999999999999,0.061,0.25,-0.02100000000000002,0.071,2.73,2.62,2.2,0.07,0.4,0.27,0.36,0.9,0.6,0.2,0.29,0.2,0.435,0.4,0.444,0.6,0.397,0.7,0.337,1.0,0.455,0.3,0.68,0.364,0.6,0.833,0.3,0.3,0.767,0.383,1.3,1.114,0.548,0.8,0.962,0.371,3.0,1.273,0.5,0.7,0.769,0.429,0.3,0.692,0.364,0.3,1.3,0.632,0.4,30.5,0.2,4.2,0.074
54,Clint Capela,ATL,0.594,0.0,4.7,9.6,0.8,0.7,2.0,2.3,15.2,4.0,0.039,0.67,0.155,0.301,8.0,0.601,0.193,0.158,C,0.444,3.59,-0.096,0.184,1.02,-0.01,0.6600000000000001,-0.15999999999999992,0.11,0.8700000000000001,-0.03300000000000003,0.116,1.0299999999999998,0.07700000000000001,0.145,9.11,1.7,1.43,0.02,4.17,0.54,0.37,6.0,0.642,0.4,0.322,0.0,0.273,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.204,0.614,3.3,1.494,0.817,1.2,0.742,0.404,1.0,0.714,0.385,0.2,0.0,0.0,0.0,1.185,0.626,3.1,0.0,0.0,0.0,1.105,0.565,3.8,32.7,0.3,1.7,0.024
55,Coby White,CHI,0.416,0.359,0.4,3.7,4.8,0.6,0.2,2.6,15.1,-1.6,0.218,2.1,0.013,0.116,10.8,0.54,0.219,0.088,G,0.361,2.68,0.039,0.394,1.83,0.026,0.54,-0.054000000000000103,0.103,0.3999999999999999,0.024999999999999967,0.075,0.33000000000000007,0.03799999999999998,0.067,3.32,3.01,1.07,0.07,0.3,0.42,0.54,1.9,0.514,0.2,0.354,0.3,0.5,0.5,0.416,1.0,0.416,1.5,0.338,0.86,0.459,0.7,0.833,0.447,5.6,0.0,0.0,0.0,1.036,0.462,2.4,0.0,0.0,0.0,1.056,0.378,5.0,0.672,0.367,0.9,1.077,0.6,0.2,1.024,0.444,0.6,0.0,0.0,0.0,47.9,1.0,8.8,0.099
56,Cody Martin,CHA,0.441,0.276,1.0,2.1,1.7,0.7,0.2,1.0,4.0,-0.1,0.138,2.15,0.059,0.126,12.0,0.5,0.123,0.073,F,0.381,1.78,0.014,0.414,0.92,-0.071,0.32000000000000006,-0.04499999999999993,0.089,0.1100000000000001,-0.13400000000000006,0.049,0.29999999999999993,0.22899999999999998,0.065,1.42,1.69,1.46,0.15,0.27,0.35,0.15,1.0,0.565,0.2,0.667,0.1,0.273,0.1,0.333,0.3,0.283,0.0,0.2,0.0,0.0,0.0,0.895,0.571,0.4,0.0,0.0,0.0,1.133,0.56,1.2,0.0,0.0,0.0,0.612,0.264,1.6,0.0,0.0,0.0,1.2,0.714,0.4,0.0,0.0,0.0,1.0,0.6,0.3,17.1,0.2,3.2,0.097
57,Cody Zeller,CHA,0.559,0.143,2.5,4.4,1.8,0.6,0.4,2.5,9.4,0.9,0.125,1.69,0.115,0.21,10.0,0.599,0.177,0.114,F-C,0.466,3.15,-0.022,0.224,0.85,-0.015,0.5300000000000002,-0.06999999999999995,0.099,0.46999999999999953,-0.046999999999999986,0.089,0.43000000000000005,-0.07900000000000001,0.122,5.56,1.71,1.44,0.15,2.67,0.44,0.15,3.2,0.636,0.3,0.39,0.1,0.5,0.1,0.75,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.231,0.643,1.9,1.119,0.63,1.2,1.5,0.571,0.2,0.906,0.386,1.3,0.0,0.0,0.0,1.202,0.609,1.8,0.0,0.0,0.0,1.0,0.492,1.5,25.1,0.2,2.9,0.071
58,Cole Anthony,ORL,0.397,0.337,0.8,3.9,4.1,0.6,0.4,2.1,12.9,-6.9,0.241,1.81,0.027,0.142,11.7,0.496,0.235,0.091,G,0.367,2.44,0.014,0.401,2.0,0.094,0.4700000000000002,0.0029999999999998916,0.083,0.3299999999999996,-0.029999999999999916,0.075,0.3999999999999999,0.119,0.073,1.91,2.64,1.19,0.13,0.17,0.3,0.45,1.7,0.497,0.6,0.265,0.6,0.452,0.4,0.525,0.4,0.304,1.0,0.346,0.8,0.34,1.2,0.863,0.444,7.8,0.0,0.0,0.0,0.77,0.365,2.1,0.0,0.0,0.0,0.89,0.32,2.1,1.074,0.478,0.6,0.0,0.0,0.0,0.2,0.1,0.2,1.045,0.375,0.5,42.8,0.5,8.4,0.095
59,Collin Sexton,CLE,0.475,0.371,1.0,2.2,4.4,1.0,0.2,2.6,24.3,-6.3,0.222,1.57,0.027,0.063,9.9,0.573,0.286,0.115,G,0.349,2.55,0.028,0.444,1.92,0.006,0.3500000000000001,-0.052999999999999936,0.064,0.4200000000000004,0.14400000000000002,0.066,0.33000000000000007,-0.014000000000000012,0.078,2.07,2.12,1.78,0.03,0.27,0.67,0.45,3.6,0.597,1.6,0.446,1.4,0.5,0.4,0.321,0.5,0.405,1.2,0.36,0.811,0.348,2.5,0.915,0.453,8.8,0.0,0.0,0.0,1.204,0.588,3.5,0.0,0.0,0.0,1.172,0.439,3.5,0.835,0.397,1.3,1.239,0.65,1.2,1.153,0.571,1.0,1.135,0.536,0.6,49.2,0.8,9.2,0.089
60,Cory Joseph,DET,0.469,0.341,0.6,2.0,3.4,1.0,0.3,2.2,8.2,-3.1,0.204,2.7,0.024,0.085,10.4,0.556,0.159,0.079,G,0.37,2.18,0.001,0.346,1.2,-0.007,0.48,-0.0689999999999999,0.108,0.41000000000000014,0.06999999999999995,0.084,0.3400000000000001,-0.0050000000000000044,0.092,2.33,2.1,1.37,0.05,0.24,0.52,0.32,1.4,0.682,0.5,0.444,0.3,0.321,0.2,0.364,0.5,0.448,0.3,0.3,0.846,0.455,0.7,1.028,0.537,5.6,0.0,0.0,0.0,1.324,0.654,1.8,0.0,0.0,0.0,1.161,0.448,1.6,0.625,0.385,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.4,6.3,0.107
61,D'Angelo Russell,MIN,0.431,0.387,0.4,2.3,5.8,1.1,0.4,1.6,19.0,-4.6,0.323,2.18,0.012,0.077,10.4,0.555,0.283,0.114,G,0.394,2.88,0.052,0.377,1.51,-0.004,0.3200000000000003,-0.16299999999999992,0.081,0.2599999999999998,-0.13900000000000018,0.079,0.32000000000000006,0.04099999999999998,0.069,1.88,2.43,1.83,0.07,0.26,0.38,0.31,1.5,0.594,0.6,0.529,0.4,0.3,0.9,0.373,1.5,0.5,1.7,0.358,0.956,0.411,1.6,0.876,0.431,7.7,0.0,0.0,0.0,1.064,0.455,2.6,1.0,0.429,0.5,1.25,0.46,2.3,0.836,0.328,1.6,1.0,0.5,0.7,0.822,0.35,1.1,0.0,0.0,0.0,46.3,0.6,10.5,0.126
62,D.J. Augustin,HOU,0.394,0.382,0.4,1.3,3.3,0.5,0.0,1.0,7.7,-0.7,0.223,2.89,0.017,0.063,10.3,0.57,0.164,0.079,G,0.311,1.31,0.077,0.437,1.07,0.033,0.22999999999999998,-0.08899999999999991,0.082,0.19999999999999996,-0.06300000000000011,0.097,0.20999999999999996,0.08100000000000002,0.073,0.39,1.11,0.63,0.07,0.07,0.21,0.19,0.6,0.457,0.1,0.533,0.1,0.19,0.1,0.467,0.4,0.338,1.1,0.405,1.118,0.462,0.9,1.034,0.426,4.5,0.0,0.0,0.0,1.048,0.353,1.1,0.0,0.0,0.0,0.921,0.351,1.9,1.188,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,0.3,6.6,0.117
63,D.J. Wilson,HOU,0.405,0.345,0.6,2.6,0.7,0.3,0.5,1.3,5.2,-3.0,0.088,1.05,0.042,0.199,9.8,0.511,0.195,0.087,F,0.343,1.58,0.03,0.318,0.64,-0.081,0.41999999999999993,-0.009999999999999898,0.11,0.32999999999999985,0.06599999999999984,0.09,0.45000000000000007,0.08100000000000002,0.14,3.17,1.69,0.74,0.06,0.66,0.09,0.11,0.7,0.575,0.1,0.286,0.2,0.6,0.1,0.333,0.4,0.378,0.5,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.853,0.393,1.5,0.75,0.333,0.9,0.0,0.0,0.0,1.038,0.417,2.3,0.0,0.0,0.0,1.3,0.625,0.4,0.0,0.0,0.0,1.077,0.5,0.6,14.3,0.1,1.3,0.046
64,DaQuan Jeffries,SAS,0.417,0.299,0.6,1.7,0.7,0.5,0.3,1.5,4.1,-1.8,0.059,1.57,0.036,0.103,8.8,0.514,0.114,0.045,G-F,0.265,1.11,0.013,0.431,1.04,-0.011,0.20999999999999996,-0.22699999999999992,0.111,0.32999999999999985,0.21299999999999997,0.082,0.16999999999999993,-0.14800000000000002,0.11,1.87,2.1,1.06,0.03,0.06,0.23,0.29,0.7,0.579,0.1,0.667,0.0,0.0,0.0,0.333,0.6,0.415,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.1,1.6,0.061
65,Damian Jones,SAC,0.68,0.2,0.9,2.2,0.7,0.3,0.7,2.0,4.7,-1.7,0.075,1.12,0.064,0.156,14.1,0.712,0.12,0.083,C,0.423,1.6,-0.093,0.278,0.83,0.065,0.26,-0.21599999999999991,0.113,0.31000000000000005,0.050000000000000044,0.082,0.43000000000000005,0.20399999999999996,0.104,3.44,1.36,0.69,0.0,2.56,0.1,0.1,1.5,0.75,0.1,0.625,0.1,0.625,0.1,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.667,2.2,1.917,0.889,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.154,0.647,1.5,0.0,0.0,0.0,1.1,0.667,0.6,13.2,0.1,1.6,0.056
